RecordType	TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity	IndexName	IndexType	KeyOrdinal	IsIncluded	IsPrimaryKey	IsUnique
IDX	APP	TIPO_SOLICITACAO_RECURSO	CD_TIPO_SOLICITACAO_RECURSO	smallint	2	5	0	NO	NO	PK_APP_TIPO_SOLICITACAO_RECURSO	CLUSTERED	1	NO	YES	YES
COL	APP	TIPO_STATUS_SOLICITACAO	BL_STATUS	bit	1	1	0	NO	NO						
COL	APP	TIPO_STATUS_SOLICITACAO	CD_TIPO_STATUS_SOLICITACAO	tinyint	1	3	0	NO	YES						
COL	APP	TIPO_STATUS_SOLICITACAO	NOME	varchar	20	0	0	NO	NO						
IDX	APP	TIPO_STATUS_SOLICITACAO	CD_TIPO_STATUS_SOLICITACAO	tinyint	1	3	0	NO	NO	PK_APP_TIPO_STATUS_SOLICITACAO	CLUSTERED	1	NO	YES	YES
COL	APP	USUARIO_SOBRESCREVER	BL_OC_AUTOMATICA	bit	1	1	0	NO	NO						
COL	APP	USUARIO_SOBRESCREVER	BL_SOBRESCREVER	bit	1	1	0	NO	NO						
COL	APP	USUARIO_SOBRESCREVER	CD_STATUS	bit	1	1	0	NO	NO						
COL	APP	USUARIO_SOBRESCREVER	CD_USUARIO	smallint	2	5	0	NO	NO						
COL	APP	USUARIO_SOBRESCREVER	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	APP	USUARIO_SOBRESCREVER	CD_USUARIO_SOBRESCREVER	int	4	10	0	NO	YES						
IDX	APP	USUARIO_SOBRESCREVER	CD_USUARIO_SOBRESCREVER	int	4	10	0	NO	NO	PK_APP_USUARIO_SOBRESCREVER	CLUSTERED	1	NO	YES	YES
COL	ARTESP	RELATORIO_TIPO_VEICULO	CD_ARTESP_RELATORIO_TIPO_VEICULO	tinyint	1	3	0	NO	YES						
COL	ARTESP	RELATORIO_TIPO_VEICULO	NOME	varchar	300	0	0	NO	NO						
COL	ARTESP	RELATORIO_TIPO_VEICULO	SIGLA	varchar	10	0	0	NO	NO						
IDX	ARTESP	RELATORIO_TIPO_VEICULO	CD_ARTESP_RELATORIO_TIPO_VEICULO	tinyint	1	3	0	NO	NO	PK__RELATORI__DA68DE0CC3FEFFD6	CLUSTERED	1	NO	YES	YES
COL	CLIMATEMPO	CIDADE	BL_STATUS	bit	1	1	0	NO	NO						
COL	CLIMATEMPO	CIDADE	CD_CIDADE	int	4	10	0	NO	YES						
COL	CLIMATEMPO	CIDADE	CD_ESTADO	int	4	10	0	NO	NO						
COL	CLIMATEMPO	CIDADE	DESCRICAO	varchar	200	0	0	YES	NO						
COL	CLIMATEMPO	CIDADE	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	CIDADE	NOME	varchar	100	0	0	NO	NO						
IDX	CLIMATEMPO	CIDADE	CD_CIDADE	int	4	10	0	NO	NO	PK_CLIMATEMPO_CIDADE_IDONLY	CLUSTERED	1	NO	YES	YES
COL	CLIMATEMPO	CONDICAO	BL_STATUS	bit	1	1	0	NO	NO						
COL	CLIMATEMPO	CONDICAO	CD_CONDICAO	int	4	10	0	NO	YES						
COL	CLIMATEMPO	CONDICAO	DESCRICAO	varchar	200	0	0	YES	NO						
COL	CLIMATEMPO	CONDICAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	CONDICAO	NOME	varchar	50	0	0	NO	NO						
IDX	CLIMATEMPO	CONDICAO	CD_CONDICAO	int	4	10	0	NO	NO	PK_CLIMATEMPO_CONDICAO	CLUSTERED	1	NO	YES	YES
COL	CLIMATEMPO	ESTADO	BL_STATUS	bit	1	1	0	NO	NO						
COL	CLIMATEMPO	ESTADO	CD_ESTADO	int	4	10	0	NO	YES						
COL	CLIMATEMPO	ESTADO	DESCRICAO	varchar	200	0	0	YES	NO						
COL	CLIMATEMPO	ESTADO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	ESTADO	NOME	varchar	100	0	0	NO	NO						
IDX	CLIMATEMPO	ESTADO	CD_ESTADO	int	4	10	0	NO	NO	PK_CLIMATEMPO_ESTADO	CLUSTERED	1	NO	YES	YES
COL	CLIMATEMPO	PREVISAO	CD_CIDADE	int	4	10	0	NO	NO						
COL	CLIMATEMPO	PREVISAO	CD_ESTADO	int	4	10	0	NO	NO						
COL	CLIMATEMPO	PREVISAO	CD_PREVISAO	int	4	10	0	NO	YES						
COL	CLIMATEMPO	PREVISAO	CD_VENTO_DIRECAO	int	4	10	0	YES	NO						
COL	CLIMATEMPO	PREVISAO	CHUVA_PRECIPITACAO	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	DATA_HORA	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	PREVISAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	PREVISAO	DH_VALIDADE	datetime	8	23	3	YES	NO						
COL	CLIMATEMPO	PREVISAO	PRESSAO	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	TEMPERATURA	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	UMIDADE	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	VENTO_GRAU_DIRECAO	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	VENTO_RAJADA	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO	VENTO_VELOCIDADE	decimal	5	7	1	YES	NO						
IDX	CLIMATEMPO	PREVISAO	CD_CIDADE	int	4	10	0	NO	NO	PK_CLIMATEMPO_PREVISAO_IDONLY	CLUSTERED	1	NO	YES	YES
IDX	CLIMATEMPO	PREVISAO	DATA_HORA	datetime	8	23	3	NO	NO	PK_CLIMATEMPO_PREVISAO_IDONLY	CLUSTERED	2	NO	YES	YES
COL	CLIMATEMPO	PREVISAO_MOMENTO	CD_CIDADE	int	4	10	0	NO	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	CD_CONDICAO	int	4	10	0	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	CD_ESTADO	int	4	10	0	NO	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	CD_PREVISAO_MOMENTO	int	4	10	0	NO	YES						
COL	CLIMATEMPO	PREVISAO_MOMENTO	CD_VENTO_DIRECAO	int	4	10	0	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	DATA_HORA	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	DH_VALIDADE	datetime	8	23	3	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	PRESSAO	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	SENSACAO	int	4	10	0	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	TEMPERATURA	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	UMIDADE	decimal	5	7	1	YES	NO						
COL	CLIMATEMPO	PREVISAO_MOMENTO	VENTO_VELOCIDADE	decimal	5	7	1	YES	NO						
IDX	CLIMATEMPO	PREVISAO_MOMENTO	CD_CIDADE	int	4	10	0	NO	NO	PK_CLIMATEMPO_PREVISAO_MOMENTO_IDONLY	CLUSTERED	1	NO	YES	YES
IDX	CLIMATEMPO	PREVISAO_MOMENTO	DATA_HORA	datetime	8	23	3	NO	NO	PK_CLIMATEMPO_PREVISAO_MOMENTO_IDONLY	CLUSTERED	2	NO	YES	YES
COL	CLIMATEMPO	VENTO_DIRECAO	BL_STATUS	bit	1	1	0	NO	NO						
COL	CLIMATEMPO	VENTO_DIRECAO	CD_VENTO_DIRECAO	int	4	10	0	NO	YES						
COL	CLIMATEMPO	VENTO_DIRECAO	DESCRICAO	varchar	200	0	0	YES	NO						
COL	CLIMATEMPO	VENTO_DIRECAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	CLIMATEMPO	VENTO_DIRECAO	NOME	char	3	0	0	NO	NO						
IDX	CLIMATEMPO	VENTO_DIRECAO	CD_VENTO_DIRECAO	int	4	10	0	NO	NO	PK_CLIMATEMPO_VENTO_DIRECAO	CLUSTERED	1	NO	YES	YES
COL	DANO	ANEXO	CD_DANO_ANEXO	int	4	10	0	NO	YES						
COL	DANO	ANEXO	CD_OCORRENCIA_DANO	int	4	10	0	NO	NO						
COL	DANO	ANEXO	CD_STATUS	bit	1	1	0	NO	NO						
COL	DANO	ANEXO	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	DANO	ANEXO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	DANO	ANEXO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	DANO	ANEXO	NOME_ANEXO	varchar	200	0	0	YES	NO						
COL	DANO	ANEXO	PATH_ANEXO	varchar	500	0	0	YES	NO						
COL	DANO	ANEXO	URL_ANEXO	varchar	500	0	0	YES	NO						
COL	DANO	ANEXO	ValidFrom	datetime2	8	27	7	NO	NO						
COL	DANO	ANEXO	ValidTo	datetime2	8	27	7	NO	NO						
IDX	DANO	ANEXO	CD_DANO_ANEXO	int	4	10	0	NO	NO	PK_DANO_ANEXO	CLUSTERED	1	NO	YES	YES
COL	DANO	ANEXO_HISTORICO	CD_DANO_ANEXO	int	4	10	0	NO	NO						
COL	DANO	ANEXO_HISTORICO	CD_OCORRENCIA_DANO	int	4	10	0	NO	NO						
COL	DANO	ANEXO_HISTORICO	CD_STATUS	bit	1	1	0	NO	NO						
COL	DANO	ANEXO_HISTORICO	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	DANO	ANEXO_HISTORICO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	DANO	ANEXO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	DANO	ANEXO_HISTORICO	NOME_ANEXO	varchar	200	0	0	YES	NO						
COL	DANO	ANEXO_HISTORICO	PATH_ANEXO	varchar	500	0	0	YES	NO						
COL	DANO	ANEXO_HISTORICO	URL_ANEXO	varchar	500	0	0	YES	NO						
COL	DANO	ANEXO_HISTORICO	ValidFrom	datetime2	8	27	7	NO	NO						
COL	DANO	ANEXO_HISTORICO	ValidTo	datetime2	8	27	7	NO	NO						
COL	DANO	AREA	CD_AREA	int	4	10	0	NO	YES						
COL	DANO	AREA	CD_CONCESSAO	tinyint	1	3	0	YES	NO						
COL	DANO	AREA	CD_STATUS	bit	1	1	0	NO	NO						
COL	DANO	AREA	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	DANO	AREA	DESCRICAO	varchar	200	0	0	NO	NO						
COL	DANO	AREA	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	DANO	AREA	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	DANO	AREA	EMAIL_GRUPO	varchar	500	0	0	YES	NO						
COL	DANO	AREA	PRAZO	int	4	10	0	YES	NO						
IDX	DANO	AREA	CD_AREA	int	4	10	0	NO	NO	PK_DANO_AREA	CLUSTERED	1	NO	YES	YES
COL	DANO	AREA_CUSTEIO	CD_AREA	int	4	10	0	NO	NO						
COL	DANO	AREA_CUSTEIO	CD_AREA_CUSTEIO	int	4	10	0	NO	YES						
COL	DANO	AREA_CUSTEIO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO						
COL	DANO	AREA_CUSTEIO	CD_SERVICO	int	4	10	0	YES	NO						
COL	DANO	AREA_CUSTEIO	CD_STATUS	bit	1	1	0	NO	NO						
COL	DANO	AREA_CUSTEIO	CD_UNIDADE	varchar	50	0	0	YES	NO						
COL	DANO	AREA_CUSTEIO	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	DANO	AREA_CUSTEIO	CODIGO_TPU	varchar	100	0	0	YES	NO						
COL	DANO	AREA_CUSTEIO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	DANO	AREA_CUSTEIO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
